id,street,street_from,street_to,install_year,verify_install_year,verify_install_year_diff,install_type,verify_install_type,road_type,road_type_recode,verify_install_date,verify_install_comment,verify_upgrade1_year,verify_upgrade1_date,verify_upgrade1_type,verify_upgrade1_comment,verify_upgrade2_year,verify_upgrade2_date,verify_upgrade2_type,verify_upgrade2_comment,verify_misclass,geometry_len_km,clean_install_date_raw_count,clean_install_date_type,clean_install_date,clean_install_date_start,clean_install_date_end,clean_install_date_prepost,clean_install_date_notes,clean_upgrade1_date_raw_count,clean_upgrade1_date_type,clean_upgrade1_date,clean_upgrade1_date_start,clean_upgrade1_date_end,clean_upgrade1_date_prepost,clean_upgrade1_date_notes,clean_upgrade2_date_raw_count,clean_upgrade2_date_type,clean_upgrade2_date,clean_upgrade2_date_start,clean_upgrade2_date_end,clean_upgrade2_date_prepost,clean_upgrade2_date_notes,clean_install_semester,clean_upgrade1_semester,clean_upgrade2_semester,geometry_wkb
"919",Roselawn Ave,Salinas Ct,Marlee Ave,"2007","2009","2",Bike Lane,PL,Collector,Collector,Pre-2009,"PL pre 2009: https://www.google.com/maps/@43.7019547,-79.4423427,3a,75y,252.76h,86.05t/data=!3m7!1e1!3m5!1sGfSzMxxiJfkUkJss51fPqg!2e0!5s20090601T000000!7i13312!8i6656?entry=ttu, no upgrades since.",,,,,,,,,,"0.667046826532547","209",pre_year,,,,"2009",,,,,,,,,,,,,,,,,,,"MULTILINESTRING ((-79.44111 43.70225, -79.4437 43.70172, -79.44482 43.70148, -79.44605 43.70121, -79.4461 43.7012, -79.44769 43.70085, -79.44825 43.70073, -79.44852 43.70067, -79.44907 43.70055))"
"923",Brimorton Dr,Bellamy Rd N,Hiscock Blvd,"2007","2009","2",Bike Lane,PL,Collector,Collector,April-Sept 2009,"(K) PL installed btweeen April - Sept 2009, April 2009 seen on street view, Sept 2009 seen on google earth (https://www.google.com/maps/@43.7740642,-79.2243386,3a,75y,305.28h,80.48t/data=!3m7!1e1!3m5!1sMHgpPml-FWcia0KrkS9Exg!2e0!5s20090401T000000!7i13312",,,,,,,,,,"2.259355092597324","3",range,,2009/04/01 00:00:00,2009-09-30,,,,,,,,,,,,,,,,,,,,"MULTILINESTRING ((-79.23917 43.76745, -79.23891 43.76751, -79.23874 43.76755, -79.23864 43.76759, -79.23854 43.76764, -79.23846 43.76768, -79.23837 43.76773, -79.2383 43.76778, -79.23824 43.76782, -79.23817 43.76787, -79.23812 43.76792, -79.23808 43.76797, -79.23804 43.76801, -79.23801 43.76806, -79.23796 43.76811, -79.23792 43.76816, -79.23789 43.76821, -79.23786 43.76828, -79.23784 43.76832, -79.23781 43.76837, -79.2378 43.76842, -79.23775 43.76857, -79.23767 43.76892, -79.23766 43.76901, -79.23761 43.7691, -79.23759 43.76919, -79.23753 43.76928, -79.23747 43.76936, -79.23742 43.76943, -79.23734 43.76949, -79.23727 43.76956, -79.23719 43.76963, -79.23692 43.76983, -79.2362 43.77034, -79.23596 43.77051, -79.23581 43.77061, -79.23473 43.7714, -79.23449 43.77155, -79.23396 43.77186, -79.23324 43.77229, -79.23283 43.77252, -79.2327 43.77262, -79.2324 43.77279, -79.232 43.77304, -79.23169 43.7732, -79.23159 43.77324, -79.23152 43.77328, -79.2314 43.77332, -79.2313 43.77335, -79.23119 43.77337, -79.23105 43.7734, -79.23093 43.77343, -79.23086 43.77345, -79.23078 43.77347, -79.23068 43.7735, -79.2299 43.77365, -79.22957 43.77374, -79.22946 43.77376, -79.22938 43.77379, -79.22927 43.77383, -79.22919 43.77387, -79.22912 43.77392, -79.22905 43.77396, -79.22901 43.77401, -79.22895 43.77405, -79.2282 43.77467, -79.22808 43.77477, -79.228 43.77483, -79.22792 43.7749, -79.22785 43.77495, -79.22776 43.775, -79.22766 43.77506, -79.22753 43.77511, -79.22739 43.77517, -79.22718 43.77521, -79.2271 43.77522, -79.22701 43.77524, -79.22685 43.77527, -79.22668 43.77529, -79.22652 43.77531, -79.22637 43.77531, -79.22628 43.77529, -79.22619 43.77527, -79.22608 43.77524, -79.22595 43.7752, -79.22581 43.77514, -79.22572 43.77507, -79.22559 43.77498, -79.22543 43.77487, -79.22516 43.77466, -79.22496 43.7745, -79.22477 43.77437, -79.2247 43.77431, -79.22375 43.77357, -79.2236 43.77347, -79.22343 43.77338, -79.22313 43.77324, -79.22285 43.77313, -79.22255 43.77302, -79.22226 43.77295, -79.22193 43.77286, -79.22176 43.77283, -79.22148 43.77274, -79.22134 43.77268, -79.22121 43.77261, -79.22114 43.77256, -79.22104 43.77247, -79.22096 43.77237, -79.22089 43.77226, -79.22083 43.77214, -79.22078 43.772, -79.22067 43.77171, -79.22012 43.77039, -79.22008 43.77028, -79.22002 43.77015, -79.21995 43.77004, -79.21986 43.76996, -79.21975 43.76988))"
"924",Brimorton Dr,Brimley Rd,Bellamy Rd N,"2007","2009","2",Bike Lane,PL,Collector,Collector,April-Sept 2009,"(K) PL installed btweeen April - Sept 2009, April 2009 seen on street view, Sept 2009 seen on google earth (https://www.google.com/maps/@43.7671984,-79.2402043,3a,81.8y,20.77h,85.46t/data=!3m7!1e1!3m5!1s41Cr-fdN4C8CY-oFUiNEnA!2e0!5s20090401T000000!7i1331",,,,,,,,,,"1.732995308078159","3",range,,2009/04/01 00:00:00,2009-09-30,,,,,,,,,,,,,,,,,,,,"MULTILINESTRING ((-79.25955 43.7652, -79.25855 43.76539, -79.25759 43.76559, -79.25651 43.76582, -79.25535 43.76605, -79.25517 43.76608, -79.25507 43.7661, -79.25496 43.76612, -79.25478 43.76613, -79.2547 43.76613, -79.25462 43.76613, -79.25453 43.76613, -79.25441 43.76612, -79.25434 43.76611, -79.25427 43.7661, -79.25419 43.76609, -79.25412 43.76608, -79.25405 43.76607, -79.25399 43.76606, -79.25389 43.76604, -79.25376 43.76599, -79.25352 43.76592, -79.25343 43.76589, -79.25333 43.76584, -79.25324 43.7658, -79.25319 43.76577, -79.25302 43.76571, -79.25268 43.76558, -79.25248 43.76551, -79.25199 43.76528, -79.25193 43.76526, -79.25182 43.76522, -79.25173 43.7652, -79.25161 43.76517, -79.25151 43.76516, -79.25141 43.76513, -79.2513 43.76512, -79.25121 43.76511, -79.25113 43.7651, -79.25103 43.7651, -79.25091 43.7651, -79.25077 43.7651, -79.25067 43.76509, -79.2505 43.76511, -79.25032 43.76513, -79.25009 43.76517, -79.24977 43.76523, -79.24939 43.76531, -79.24909 43.76537, -79.24896 43.76542, -79.24867 43.76546, -79.24841 43.76548, -79.24692 43.76562, -79.24569 43.76573, -79.24455 43.76583, -79.24332 43.76593, -79.24316 43.76595, -79.24301 43.76597, -79.2427 43.76602, -79.24261 43.76605, -79.24256 43.76606, -79.2425 43.76609, -79.24242 43.76612, -79.24237 43.76615, -79.24215 43.76624, -79.24207 43.76629, -79.24198 43.76634, -79.2418 43.76647, -79.24166 43.76654, -79.24157 43.76661, -79.24139 43.76672, -79.24125 43.76681, -79.24113 43.76686, -79.24099 43.76692, -79.24095 43.76693, -79.24075 43.76702, -79.24058 43.76708, -79.24039 43.76713, -79.24008 43.76724, -79.23996 43.76727, -79.23985 43.7673, -79.23969 43.76734, -79.23955 43.76736, -79.2394 43.7674, -79.2393 43.76742, -79.23917 43.76745))"
"934",Greenwood Ave,Danforth Ave,Queen St E,"2007","2009","2",Bike Lane,PL,Minor Arterial,Arterial,,no further infrastructure upgrades.,,,,,,,,,,"1.98344417920982",,,,,,,,,,,,,,,,,,,,,,,,,"MULTILINESTRING ((-79.32531 43.6644, -79.32547 43.66478, -79.32559 43.66506, -79.32602 43.6661, -79.32611 43.66631, -79.32664 43.6676, -79.32741 43.66945, -79.3277 43.67018, -79.32785 43.67052, -79.32802 43.67092, -79.32817 43.67128, -79.32818 43.67131, -79.32819 43.67133, -79.32842 43.67186, -79.32875 43.67269, -79.32907 43.67347, -79.32924 43.67388, -79.32932 43.67408, -79.32964 43.67488, -79.32968 43.67496, -79.32971 43.67503, -79.33027 43.67638, -79.3304 43.67667, -79.33096 43.67799, -79.33127 43.67876, -79.33157 43.67945, -79.33164 43.67967, -79.33185 43.68014, -79.33198 43.68049, -79.33238 43.68148))"
"944",Vaughan Rd,Winona Dr,St Clair Ave W,"2008","2009","1",Bike Lane,PL,Minor Arterial,Arterial,Pre-2009,"Jul 2009 SV: https://www.google.com/maps/@43.6827864,-79.4201649,3a,75y,317.05h,86.87t/data=!3m7!1e1!3m5!1sINk8mv_d_hVoOpxc2sq0Bw!2e0!5s20090701T000000!7i13312!8i6656?entry=ttu",,,,,,,,,,"1.658666844647159","209",pre_year,,,,"2009",,,,,,,,,,,,,,,,,,,"MULTILINESTRING ((-79.42022 43.68277, -79.42036 43.68288, -79.42051 43.68299, -79.42067 43.6831, -79.42069 43.68313, -79.42072 43.68316, -79.42083 43.68328, -79.42092 43.68336, -79.42099 43.68344, -79.42105 43.68355, -79.42144 43.68446, -79.42207 43.68594, -79.42216 43.68619, -79.42236 43.68664, -79.42238 43.68668, -79.42246 43.68679, -79.42255 43.68691, -79.42265 43.68701, -79.42274 43.6871, -79.42285 43.68721, -79.42295 43.68728, -79.42308 43.68735, -79.42366 43.68762, -79.42558 43.68841, -79.42576 43.68848, -79.42589 43.68853, -79.42602 43.68858, -79.42611 43.68862, -79.42629 43.68868, -79.42645 43.68873, -79.4266 43.68876, -79.42673 43.68878, -79.42707 43.68879, -79.42832 43.6888, -79.42952 43.68881, -79.43071 43.68882, -79.43134 43.68882, -79.4316 43.68882, -79.43184 43.68881, -79.43197 43.68882, -79.43218 43.68882, -79.43253 43.68886, -79.433 43.68895, -79.43335 43.68905, -79.43422 43.68926, -79.43448 43.68932, -79.43465 43.68936, -79.43478 43.68941, -79.43491 43.68946, -79.43577 43.68992))"
"945",Marlee Ave,Dell Park Ave,Roselawn Ave,"2008","2009","1",Bike Lane,PL,Minor Arterial,Arterial,Pre-2009,"PL installed pre 2009: https://www.google.com/maps/@43.7075745,-79.4431688,3a,75y,167.73h,82.53t/data=!3m7!1e1!3m5!1soGxWHRaxI2CV_jIXkIj8Hg!2e0!5s20090601T000000!7i13312!8i6656?entry=ttu . No upgrade since.",,,,,,,,,,"1.378038926691425","209",pre_year,,,,"2009",,,,,,,,,,,,,,,,,,,"MULTILINESTRING ((-79.44111 43.70225, -79.44144 43.70306, -79.44175 43.70385, -79.44208 43.70467, -79.44228 43.70518, -79.44241 43.70548, -79.44275 43.70633, -79.44308 43.70719, -79.44344 43.70812, -79.44381 43.709, -79.44417 43.70987, -79.44452 43.71073, -79.44488 43.7116, -79.44521 43.71245, -79.4456 43.71339, -79.4459 43.71415))"
"946",Stephen Dr,Cloverhill Rd,The Queensway,"2008","2009","1",Bike Lane,PL,Collector,Collector,pre 2009,"PL installed pre 2009, see signs duiring this time, no upgrades since: https://www.google.com/maps/@43.6304828,-79.4843051,3a,75y,352.61h,69.93t/data=!3m7!1e1!3m5!1sbJp29J14a1C6vl_HOM2pAA!2e0!5s20090501T000000!7i13312!8i6656?entry=ttu",,,,,,,,,,"0.5569490723643314","5",pre_year,,,,"2009",,,,,,,,,,,,,,,,,,,"MULTILINESTRING ((-79.48426 43.63038, -79.48442 43.63078, -79.48444 43.63083, -79.48464 43.63134, -79.48506 43.63229, -79.4855 43.63325, -79.4857 43.63374, -79.4859 43.63421, -79.48629 43.63517))"
"947",The Pond Rd,Shoreham Dr,Sentinel Rd,"2008","2009","1",Bike Lane,PL,Minor Arterial,Arterial,Pre-2009,"SV May 2009: https://www.google.com/maps/@43.7699691,-79.5029212,3a,25.5y,251.07h,79.23t/data=!3m7!1e1!3m5!1sf6h_V6RmX7xObmoeGJt38Q!2e0!5s20090501T000000!7i13312!8i6656?entry=ttu",,,,,,,,,,"0.872545494030488","209",pre_year,,,,"2009",,,,,,,,,,,,,,,,,,,"MULTILINESTRING ((-79.5114 43.77244, -79.51137 43.7723, -79.51135 43.77223, -79.51126 43.77207, -79.51114 43.77193, -79.51095 43.77177, -79.51078 43.77166, -79.51059 43.77156, -79.51035 43.77147, -79.51012 43.7714, -79.50994 43.77137, -79.50943 43.77126, -79.50916 43.77118, -79.50899 43.77112, -79.50885 43.77107, -79.50869 43.771, -79.50855 43.77092, -79.50838 43.77082, -79.50828 43.77075, -79.5081 43.77061, -79.50796 43.77048, -79.50784 43.77035, -79.50775 43.77025, -79.50765 43.77013, -79.50753 43.77, -79.50738 43.76987, -79.50725 43.76977, -79.50712 43.76969, -79.50701 43.76964, -79.50693 43.7696, -79.50682 43.76955, -79.5067 43.76951, -79.50654 43.76946, -79.5064 43.76942, -79.50625 43.76939, -79.50608 43.76937, -79.50597 43.76936, -79.50589 43.76935, -79.50576 43.76935, -79.50565 43.76935, -79.50557 43.76935, -79.5055 43.76936, -79.50542 43.76937, -79.50532 43.76938, -79.50519 43.7694, -79.50501 43.76944, -79.50434 43.76959, -79.50339 43.76979, -79.50249 43.77001))"
"948",Eastern Ave,Logan Ave,Leslie St,"2008","2009","1",Bike Lane,PL,Minor Arterial,Arterial,Pre-2009,"Sep 2021 SV: https://www.google.com/maps/@43.6579799,-79.3408905,3a,75y,122.77h,84.96t/data=!3m6!1e1!3m4!1sYI6BzyhtqVXPtkySZ8EfLA!2e0!7i16384!8i8192?entry=ttu",,,,,,,,,,"1.077209571513782","209",pre_year,,,,"2009",,,,,,,,,,,,,,,,,,,"MULTILINESTRING ((-79.3414 43.65788, -79.34018 43.65814, -79.33896 43.6584, -79.3384 43.65853, -79.3378 43.65867, -79.33722 43.6588, -79.3366 43.65893, -79.33514 43.65925, -79.33418 43.65945, -79.33369 43.65956, -79.33319 43.65967, -79.33267 43.65977, -79.33216 43.65988, -79.33165 43.66, -79.33115 43.66012, -79.33091 43.66017, -79.3307 43.66041, -79.33029 43.66089, -79.32993 43.66132, -79.32991 43.66135, -79.32979 43.66144, -79.32948 43.66155))"
"949",Rogers Rd,Old Weston Rd,Oakwood Ave,"2008","2009","1",Bike Lane,PL,Minor Arterial,Arterial,Pre-2009,"PL Pre-2009: https://www.google.com/maps/@43.6837207,-79.4540041,3a,75y,254.25h,69.43t/data=!3m7!1e1!3m5!1sa8JnzlRJ7qhIaCs50mT7rw!2e0!5s20090701T000000!7i13312!8i6656?entry=ttu. No upgrades since.",,,,,,,,,,"2.431566915307448","209",pre_year,,,,"2009",,,,,,,,,,,,,,,,,,,"MULTILINESTRING ((-79.43869 43.68713, -79.43967 43.68692, -79.44063 43.68671, -79.44162 43.68651, -79.44285 43.68625, -79.44397 43.68603, -79.44503 43.6858, -79.44612 43.68557, -79.44662 43.68546, -79.44714 43.68535, -79.44814 43.68502, -79.44867 43.68488, -79.44929 43.68472, -79.44988 43.68459, -79.4505 43.68445, -79.45108 43.68432, -79.45171 43.68418, -79.45228 43.68406, -79.45289 43.68393, -79.45346 43.68381, -79.45355 43.68379, -79.45604 43.68324, -79.45663 43.68311, -79.45669 43.6831, -79.45691 43.68306, -79.4571 43.68304, -79.45724 43.68303, -79.45728 43.68303, -79.45746 43.68304, -79.45769 43.68304, -79.45802 43.6831, -79.45847 43.6832, -79.45884 43.68327, -79.45959 43.68342, -79.45979 43.68345, -79.46001 43.68344, -79.46019 43.68344, -79.46026 43.68344, -79.4613 43.68324, -79.46225 43.68301, -79.46332 43.68278, -79.4644 43.68254, -79.46546 43.68231, -79.46654 43.68206, -79.46715 43.68194, -79.46745 43.68189, -79.46758 43.68188, -79.46768 43.6819))"
"950",Yonge St,Front St W,Queen Quay W,"2008","2009","1",Bike Lane,PL,Major Arterial,Arterial,Jun - Sep 2009,"Aug 2011 SV: https://www.google.com/maps/@43.641925,-79.3745873,3a,33.7y,330.43h,92.21t/data=!3m7!1e1!3m5!1sFmSsrg3xzUe_9abdVNTrnA!2e0!5s20110801T000000!7i13312!8i6656?entry=ttu",,,,,,,,,,"0.5817018692926148","1",range,,2009/06/01 00:00:00,2009-09-30,,,,,,,,,,,,,,,,,"1",,,"MULTILINESTRING ((-79.37471 43.64193, -79.37487 43.6422, -79.37514 43.64267, -79.37515 43.64269, -79.37517 43.64271, -79.37523 43.64276, -79.37525 43.64279, -79.37528 43.64285, -79.3753 43.6429, -79.37533 43.64296, -79.37536 43.64301, -79.37538 43.64307, -79.37541 43.64313, -79.37543 43.64319, -79.37545 43.64325, -79.37548 43.64331, -79.37549 43.64336, -79.37551 43.64342, -79.37553 43.64348, -79.37556 43.64353, -79.37574 43.64398, -79.37575 43.64402, -79.37577 43.64406, -79.37581 43.64416, -79.37586 43.64428, -79.37617 43.645, -79.37635 43.64544, -79.3765 43.64578, -79.37697 43.64688))"
"963",Royal York Rd,Ashley Rd,Lambeth Rd,"2008","2015","7",Bike Lane,PL,Minor Arterial,Arterial,May - Sep 2015,"SV Sep 2015: https://www.google.com/maps/@43.6617695,-79.5177067,3a,75y,161.97h,68.98t/data=!3m7!1e1!3m5!1sm6GKMutNFsm8rkn4FS9a0g!2e0!5s20150901T000000!7i13312!8i6656?entry=ttu",,,,,,,,,,"0.268695598480643","1",range,,2015/05/01 00:00:00,2015-09-30,,,,,,,,,,,,,,,,,"1",,,"MULTILINESTRING ((-79.51734 43.66086, -79.5176 43.66139, -79.51809 43.66243, -79.51826 43.66286, -79.5184 43.66315))"
"1023",Gerrard St E,Sherbourne St,Berkeley St,"2001","2007","6",Cycle Track,PL,Minor Arterial,Arterial,pre Sep 2007,"Sep 2007 SV: https://www.google.com/maps/@43.6611964,-79.3722234,3a,47.7y,82.4h,86.25t/data=!3m7!1e1!3m5!1sj55hg6L4puq9H_br10p6aw!2e0!5s20070901T000000!7i3328!8i1664?entry=ttu",,,,,,,,,,"0.3109490745951362","21",pre_month,,,,2007-09,,,,,,,,,,,,,,,,,,,"MULTILINESTRING ((-79.37224 43.66123, -79.37144 43.6614, -79.3707 43.66156, -79.36972 43.66178, -79.36854 43.66204))"
"1031",Bay St,College St,Dundas St W,"2010","2014","4",Bike Lane,PL,Major Arterial,Arterial,Jun-Sep 2014,"PL installed post Jun 2014; SV Sep 2014: https://www.google.com/maps/@43.6564267,-79.3839823,3a,30y,351.49h,82.75t/data=!3m7!1e1!3m5!1sNk7newGIoQebtdmGKjlOgA!2e0!5s20140901T000000!7i13312!8i6656?entry=ttu",,,,"No prior cycling infrastructure from pre-sep2007 to Jun 2014; Shared lane for buses, cars and bikes sign sep 2007 (https://www.google.com/maps/@43.6564267,-79.3839823,3a,30y,351.49h,82.75t/data=!3m7!1e1!3m5!1sNk7newGIoQebtdmGKjlOgA!2e0!5s20140901T000000!",,,,,,"0.5914480561561524","1",range,,2014/06/01 00:00:00,2014-09-30,,,,,,,,,,,,,,,,,"1",,,"MULTILINESTRING ((-79.38377 43.65572, -79.38406 43.65644, -79.38442 43.65731, -79.38471 43.65807, -79.38489 43.65851, -79.3852 43.65923, -79.38585 43.66082))"
"1045",Runnymede Rd,Maria St,Bloor St W,"2002","2009","7",Bike Lane,PL,Minor Arterial,Arterial,Pre-2009,"PL inst-pre2009: https://www.google.com/maps/@43.6612152,-79.4803509,3a,26.8y,167.75h,79.23t/data=!3m7!1e1!3m5!1sjVbFoLWlIlyykR_pY9FU5w!2e0!5s20090701T000000!7i13312!8i6656?entry=ttu . No upgr",,,,,,,,,,"1.759829166177975","209",pre_year,,,,"2009",,,,,,,,,,,,,,,,,,,"MULTILINESTRING ((-79.4763 43.65114, -79.47712 43.6531, -79.4778 43.65476, -79.47826 43.65582, -79.47868 43.65678, -79.4787 43.65684, -79.47899 43.6575, -79.47913 43.65785, -79.4793 43.65821, -79.47943 43.65858, -79.47969 43.65922, -79.47974 43.65938, -79.48002 43.66006, -79.48013 43.66045, -79.48015 43.66049, -79.48042 43.66129, -79.48053 43.6617, -79.48061 43.66192, -79.48072 43.66222, -79.48107 43.66301, -79.48123 43.6634, -79.4814 43.66381, -79.48194 43.66516, -79.48211 43.66558, -79.48227 43.66598, -79.48242 43.66633))"
"1046",Fort York Blvd,Lake Shore Blvd W,Bathurst St,"2002","2007","5",Bike Lane,PL,Minor Arterial,Arterial,pre-2007,"PL since before Sep 2007, no upgrade since",,,,,,,,,,"0.7141128476333678","15",pre_year,,,,"2007",,,,,,,,,,,,,,,,,,,"MULTILINESTRING ((-79.40064 43.63884, -79.40065 43.63884, -79.40094 43.63873, -79.40108 43.63868, -79.40119 43.63864, -79.40136 43.63857, -79.4015 43.6385, -79.40163 43.63845, -79.40176 43.63838, -79.40185 43.63833, -79.40215 43.63819, -79.4024 43.63806, -79.40276 43.63789, -79.40285 43.63785, -79.40349 43.6376, -79.40354 43.63759, -79.40379 43.63756, -79.40387 43.63756, -79.40422 43.63755, -79.40439 43.63755, -79.40473 43.63753, -79.40522 43.63747, -79.40586 43.6374, -79.4062 43.63732, -79.40646 43.6372, -79.40651 43.63715, -79.40666 43.63701, -79.40671 43.63693, -79.40675 43.63687, -79.40679 43.63676, -79.40681 43.63667, -79.40684 43.63639, -79.40686 43.63624, -79.40687 43.63615, -79.40687 43.63609, -79.40687 43.63603, -79.40686 43.63595, -79.40683 43.63584, -79.40671 43.63548))"
"1060",Martin Grove Rd,50m S Nottinghill Gt,Rathburn Rd,"2002","2007","5",Bike Lane,PL,Minor Arterial,Arterial,pre Sep 2007,,,,,"No infrastructure type upgrade, PL was improved with extended lines and addition of road markings",,,,,,"1.801305921064595","21",pre_month,,,,2007-09,,,,,,,,,,,,,,,,,,,"MULTILINESTRING ((-79.55525 43.65704, -79.55568 43.65802, -79.55569 43.65805, -79.55572 43.65812, -79.55593 43.65854, -79.55634 43.65939, -79.55663 43.66007, -79.55728 43.66149, -79.55774 43.66249, -79.55799 43.66305, -79.55843 43.66401, -79.5586 43.6644, -79.55949 43.66632, -79.55969 43.66677, -79.56048 43.66852, -79.56076 43.66919, -79.562 43.67187, -79.56201 43.6719, -79.56225 43.67242))"
"1068",Lower Sherbourne St,50 M N Queens Quay Blvd East,Queens Quay Blvd E,"2001","2011","10",Cycle Track - Contraflow,PL,Minor Arterial,Arterial,,"PL one way: https://www.google.com/maps/@43.6453746,-79.3655757,3a,32.8y,345.42h,80.68t/data=!3m7!1e1!3m5!1s-FJjOslkFngV6vAfEyQIAw!2e0!5s20110801T000000!7i13312!8i6656?entry=ttu","2016",Between 2015 - 2017,PBL,"Upgrade to PBL: https://www.google.com/maps/@43.6453679,-79.365577,3a,90y,10.85h,63.55t/data=!3m7!1e1!3m5!1sPAU_89xRKcRZvLfpCtA9DA!2e0!5s20170801T000000!7i13312!8i6656?entry=ttu",,,,,,"0.04849483739772366",,,,,,,,"1",range,,2015/01/01 00:00:00,2017-12-31,,,,,,,,,,,,,"MULTILINESTRING ((-79.36542 43.64518, -79.36547 43.64524, -79.36554 43.64532, -79.36559 43.6454, -79.36564 43.64547, -79.36568 43.64554, -79.3657 43.64557))"
"1071",Davenport Rd,Hector Ave,Spadina Rd,"2001","2007","6",Bike Lane,PL,Minor Arterial,Arterial,Pre-2007,"Sep 2007 SV: https://www.google.com/maps/@43.6753485,-79.4240009,3a,49.1y,77.88h,81.85t/data=!3m7!1e1!3m5!1sy1NBU0SnMnHis7VKuq5fKw!2e0!5s20070901T000000!7i3328!8i1664?entry=ttu",,,,,,,,,,"1.321525533346799","91",pre_year,,,,"2007",,,,,,,,,,,,,,,,,,,"MULTILINESTRING ((-79.40813 43.67742, -79.40926 43.67712, -79.41014 43.67688, -79.41037 43.67684, -79.41223 43.6768, -79.41337 43.67681, -79.41473 43.67674, -79.41522 43.67674, -79.41579 43.67673, -79.41613 43.67673, -79.41666 43.67673, -79.41707 43.67676, -79.41748 43.67677, -79.41783 43.67675, -79.41832 43.67672, -79.41873 43.67668, -79.41895 43.67666, -79.41898 43.67666, -79.41919 43.67662, -79.41963 43.67654, -79.42005 43.67643, -79.4205 43.6763, -79.42309 43.67556, -79.42408 43.67532, -79.42408 43.67532))"
"1072",Davenport Rd,Dovercourt Rd,Ossington Ave,"2001","2009","8",Bike Lane,PL,Minor Arterial,Arterial,Sep 2007 - Jun 2009*,,"2020",,PL,No changes in type,,,,,,"0.2989929285115851","7",range,,2007/09/01 00:00:00,2009-06-30,,,,,,,,,,,,,,,,,,,,"MULTILINESTRING ((-79.43098 43.67472, -79.43217 43.6746, -79.43262 43.67457, -79.43305 43.67451, -79.43378 43.67441, -79.43465 43.67429))"
"1073",Davenport Rd,St Clarens Ave,Mc Farland Ave,"2001","2009","8",Bike Lane,PL,Minor Arterial,Arterial,Sep 2007 - Jun 2009*,,"2020",,PL,No changes in type,,,,,,"0.4479184923426702","7",range,,2007/09/01 00:00:00,2009-06-30,,,,,,,,,,,,,,,,,,,,"MULTILINESTRING ((-79.44211 43.67273, -79.44262 43.67262, -79.44377 43.67238, -79.44455 43.67221, -79.44475 43.67217, -79.4451 43.67209, -79.44562 43.67201, -79.44605 43.67194, -79.44723 43.67173, -79.44749 43.6717))"
"1074",Davenport Rd,Foundry Ave,St Clarens Ave,"2001","2009","8",Bike Lane,PL,Minor Arterial,Arterial,Sep 2007 - Jun 2009*,,"2020",,PL,No changes in type,,,,,,"0.1592244684856627","7",range,,2007/09/01 00:00:00,2009-06-30,,,,,,,,,,,,,,,,,,,,"MULTILINESTRING ((-79.44749 43.6717, -79.4483 43.67156, -79.44942 43.67137))"
"1075",Davenport Rd,Bristol Ave,Dovercourt Rd,"2001","2009","8",Bike Lane,PL,Minor Arterial,Arterial,Sep 2007 - Jun 2009*,"*installation window for lane on south side of street; North side PL installed pre- sep 2007, lane signage with missing road markings SV sep 2007: https://www.google.ca/maps/@43.6741019,-79.4358781,3a,25.5y,92.66h,86.28t/data=!3m7!1e1!3m5!1s_wIMmOW3fNsw0","2020",,PL,No changes in type,,,,,,"0.4094307901611272","7",range,,2007/09/01 00:00:00,2009-06-30,,,,,,,,,,,,,,,,,,,,"MULTILINESTRING ((-79.43465 43.67429, -79.43593 43.67414, -79.43714 43.67397, -79.43733 43.67396, -79.43747 43.67394, -79.43765 43.67391, -79.43809 43.67379, -79.43835 43.67371, -79.4384 43.67369, -79.43953 43.67332))"
"1076",Davenport Rd,Mc Farland Ave,Bristol Ave,"2001","2009","8",Bike Lane,PL,Minor Arterial,Arterial,Sep 2007 - Jun 2009*,,"2020",,PL,No changes in type,,,,,,"0.2180899753737155","7",range,,2007/09/01 00:00:00,2009-06-30,,,,,,,,,,,,,,,,,,,,"MULTILINESTRING ((-79.43953 43.67332, -79.441 43.67299, -79.44186 43.67279, -79.44211 43.67273))"
"1079",Strachan,Adelaide St W,King St W,"2006","2018","12",Bike Lane,PL,Collector,Collector,May - Jul 2018,"Jul 2018 SV: https://www.google.com/maps/@43.6433362,-79.412424,3a,75y,151.26h,67.01t/data=!3m7!1e1!3m5!1s62bMW0X75sReZHIg-4-gxQ!2e0!5s20180701T000000!7i16384!8i8192?entry=ttu",,,,,,,,,,"0.1495803192049794","1",range,,2018/05/01 00:00:00,2018-07-31,,,,,,,,,,,,,,,,,"1",,,"MULTILINESTRING ((-79.41197 43.64204, -79.41245 43.64334))"
